t,P
0,0.0
2,5.9636422573772725
4,8.86893678875791
6,9.72544469327311
8,11.458486933719227
10,9.49914658513851
12,8.894032137783357
14,10.265940233115485
16,9.635398310419479
18,10.453731706820626
20,9.66570145162191
22,10.067187001434297
24,10.601347834223132
26,10.217380660065338
28,9.993844918519983
30,9.831310631897049
32,11.21861142485957
34,11.431479773985357
36,10.667223145642794
38,10.51107085795625
40,10.17743663361199
42,8.614239189286058
44,10.54686304188695
46,11.090046891641377
48,9.733684838434025
50,10.244785555686795
52,10.516337792950692
54,9.102828878179109
56,9.176521420764812
58,10.107046447320917
60,9.618478366600568
62,10.432841195547645
64,9.959462180440402
66,9.718276981427943
68,9.873822603875151
70,11.101088018365937
72,10.995977859429068
74,9.435098191632642
76,9.092416234242206
78,9.875572386543352
80,11.046270181410257
82,9.02400765859991
84,11.551556524710914
86,9.97163615407806
88,9.632675377942975
90,9.823493696026736
92,10.19068852161435
94,9.14618245941506
96,9.977626428811373
98,10.124977912346157
100,10.129573273671255
102,9.848112185292756
104,9.399135730564408
106,10.297816482400258
108,9.216804938844628
110,10.726973178482341
112,9.552129257199107
114,9.805410039193559
116,10.402357351054688
118,10.693329853079444
120,10.152327937305762
122,10.674503462879619
124,10.392997072592426
126,10.33906970771096
128,11.194570881791195
130,9.721049823936486
132,10.470456120519986
134,11.491159887210586
136,9.861288120803799
138,9.648929711587162
140,10.052039102021926
142,10.55781758332635
144,10.807582509910896
146,10.683372286505708
148,8.868167360654319
150,10.516599020588822
152,9.288565820062535
154,9.676281619856898
156,10.709299444730151
158,9.353426333648937
160,9.140645525149424
162,10.041669135957834
164,10.447290291240668
166,9.537781272510951
168,8.995176712745396
170,9.891520914239015
172,9.641923809367022
174,10.19271026808263
176,9.805788759898661
178,10.09415074533086
180,10.03679360687114
182,10.094395427824038
184,10.558091448349582
186,10.046653332190939
188,10.789340449590918
190,9.114313633543334
192,10.009621091032718
194,9.657218017100549
196,9.062861909756705
198,9.574235631872371
